objectid,inv_id,invlocid,inc_site,inv_typ,inv_stat,datclosed,contamin,loc_descr,ca_typ,remmeth,excav_dpth,excav_vol,merla,contingncy,oldlocid,contact_nm,contact_ph,co_code,coordtyp,X,Y
1837,       CF-10760,17074,RIVER COUNTRY COOP,E,C,2006-06-13T00:00:00Z,AA,Randolph,NC,N,0,0,N,N,0000017074,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.01624765999998,44.529562080000005
1838,       CF-10761,17075,PROGRESSIVE AG CENTER LLC,E,C,2006-06-13T00:00:00Z,P,Stewartville,EX,LA,0.5,NA,N,N,0000017075,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.485759508,43.85076179800001
1839,       CF-10806,17117,KLAPHAKE FERTILIZER INC,E,C,2007-04-20T00:00:00Z,AA,Langola Twp.,NC,N,0,0,N,N,0000017117,MDA Data Practices Records Mng,(651) 201-6698,009,POLYC,-94.26059878699999,45.79313102200001
1840,       CF-10879,17165,PAYNESVILLE FARMERS UNION COOP OIL,E,C,2007-04-20T00:00:00Z,AA,Paynesville,NC,N,0,0,N,N,0000017165,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.70584943099999,45.380906181
1841,       CF-10946,17213,CENTRAL VALLEY COOP,E,C,2007-04-30T00:00:00Z,AA,Westfield Twp.,NC,N,0,0,N,N,0000017213,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-93.012843272,43.86671119700003
1842,       CF-11062,17367,RIVER COUNTRY COOP - HASTINGS,E,C,2007-01-24T00:00:00Z,AA,Marshan Twp. 15301 180th St,NC,N,0,0,N,N,0000017367,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79298545,44.687253278000014
1843,       CF-11282,17510,SKYWAY AG SERVICE,E,C,2007-01-05T00:00:00Z,U,Hawk Creek Twp. Facility,EX,LA,NA,NA,N,N,0000017510,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-95.42137342399997,44.799608026000044
1844,       CF-11337,17570,KLAPHAKE FERTILIZER,E,C,2009-01-23T00:00:00Z,P,Le Sauk Twp. Lawngevity - Sartell,EX,LA,NA,30,N,N,0000017570,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.23528561699999,45.641542199000014
1845,       CF-11366,17589,CHOKIO EQUITY EXCHANGE,E,C,2007-10-09T00:00:00Z,F,Pepperton Twp. farmers field,EX,LA,NA,NA,N,N,0000017589,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-96.12185451799996,45.61477424900005
1846,       CF-11387,17602,CARGILL,E,C,2007-07-15T00:00:00Z,F,"Sweet Tep. PO Box 766, 60th Ave.",P,LA,0,0,N,N,0000017602,MDA Data Practices Records Mng,(651) 201-6698,117,PHOTO,-96.33898227899999,43.95949486400002
1847,       CF-11394,17608,WAIDELICH FARMS,E,C,2007-11-20T00:00:00Z,P,Morgan Twp. Farm property,EX,LA,NA,3,N,N,0000017608,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-94.922499007,44.37099042300002
1848,       CF-11463,17707,CENTRA SOTA COOPERATIVE -  WATKINS,E,C,2007-09-26T00:00:00Z,AA,Forest City Twp. CR 34 & 330th St,NC,N,NA,NA,N,N,0000017707,MDA Data Practices Records Mng,(651) 201-6698,093,PHOTO,-94.50093030599999,45.224637192000046
1849,       CF-11571,17783,MEADOWLAND COOP,E,C,2009-02-21T00:00:00Z,AA,Birch Cooley Twp.,U,U,NA,NA,N,N,0000017783,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-94.91713258799996,44.61241984200001
1850,       CF-11577,17792,MORRIS COOP ASSN,E,C,2007-12-03T00:00:00Z,AA,Framnas Twp. 1000  ATLANTIC AVE,NC,N,0,0,N,N,0000017792,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-95.83076792099996,45.58542408300002
1851,       CF-11613,17832,YMCA,E,C,2008-07-02T00:00:00Z,SP,White Bear Lake 2100 Orchard Lane,NC,N,0,0,N,N,0000017832,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.01133006499998,45.042397660000006
1852,   PLK101000452,71101000285,EASTERN FARMERS COOP,E,C,2009-05-05T00:00:00Z,U,Magnolia Twp.,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,133,PHOTO,-96.12131606399998,43.59182684700005
1853,   PLK101000507,181101000141,R D OFFUTT,E,C,2009-03-11T00:00:00Z,U,Perham Twp.,U,U,NA,NA,N,N,181101000141,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.58712536600001,46.60441366900005
1854,   PLK101000615,181101000175,CENTRAL VALLEY COOP,E,C,2009-05-08T00:00:00Z,U,Concord Twp.,U,U,NA,NA,N,N,181101000175,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-92.89305873,44.117271861000006
1855,   PLK101000977,181101000308,BLUFF CREEK GC,E,C,2009-06-11T00:00:00Z,U,Chanhassen,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,019,PHOTO,-93.546196678,44.82109222300005
1856,   PLK101090952,181101013928,ASHBY EQUITY ASSOCIATION,E,C,2019-09-26T00:00:00Z,F,Pelican Lake Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,051,PHOTO,-95.811559832,46.08373941800005
1857,   PLK101088239,181101013429,WEST CENTRAL DISTRIBUTION,E,C,2019-02-26T00:00:00Z,P,Brooten, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-95.10361031399998,45.49136004200005
1858,   PLK101091124,181101013983,CENTRAL REGION COOP,E,C,2019-08-29T00:00:00Z,P,Eden Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.82554895799996,44.44894588600005
1859,   GCH101091088,181101013992,CENTRAL REGION COOP,E,C,2019-08-29T00:00:00Z,F,Grafton Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,143,PHOTO,-94.60467627699995,44.70225321400005
1860,   EJK111000193,181101013999,"MULDER, GORDAN",E,C,2019-09-04T00:00:00Z,P,Battle Plain Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,133,PHOTO,-96.14247182499997,43.76109879100005
1861,   EJK101091153,181101014000,MEADOWLAND FARMERS COOP,E,C,2019-09-04T00:00:00Z,F,Delhi Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-95.238430661,44.628673185000025
1862,   PLK101091098,181101014015,CENTRAL FARM SERVICE,E,C,2019-12-16T00:00:00Z,F,Clarks Grove, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.33290911199998,43.76135480600004
1863,   PLK101090981,181101014017,"MALCHOW, RON",E,C,2019-10-09T00:00:00Z,P,Pleasant Mound Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.28542716699997,43.89225437600004
1864,   PLK101091254,181101014029,UNIVERSITY OF MN,E,C,2019-07-23T00:00:00Z,P,Rochester, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.42985600699996,44.021560177000026
1865,   EJK101091211,181101014033,RIVER COUNTRY COOP,E,C,2019-09-12T00:00:00Z,AA,Hampton Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.996250094,44.586088553000025
1866,   EJK101091203,181101014034,CRYSTAL VALLEY COOP,E,C,2019-09-05T00:00:00Z,AA,Madelia, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.41252379099996,44.05586491400004
1867,   EJK101091214,181101014035,CENTRAL FARM SERVICE,E,C,2019-09-05T00:00:00Z,P,Faribault, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,131,PHOTO,-93.265849005,44.29135133400001
1868,   PLK101091336,181101014055,CHS INC.,E,C,2020-07-13T00:00:00Z,P,Farmington Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.36891556199998,44.12493728300001
1869,   PLK101090919,181101014060,HORIZON POOL CHEMICAL,E,C,2019-09-24T00:00:00Z,SP,Minneapolis, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.25690543899998,44.965987865000045
1870,   PLK101091346,181101014065,KOCH NITROGEN,E,C,2019-09-17T00:00:00Z,AA,Dublin Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.425135501,45.237375738000026
1871,   PLK101090947,181101014070,CENTRAL FARM SERVICE,E,C,2019-06-13T00:00:00Z,AA,Delavan Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-94.10202738599997,43.847329919
1872,   PTH101091371,181101014077,CENTRAL FARM SERVICE,E,C,2020-05-21T00:00:00Z,P,Clinton Falls Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.24302153399998,44.11959255400001
1873,   PLK101088788,181101013801,KOCH FERTILIZER,E,C,2019-06-17T00:00:00Z,AA,Vernon Center Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.174405245,44.01368029500003
1874,   PTH101091389,181101014082,AG PARTNERS COOP,E,C,2019-09-17T00:00:00Z,AA,Le Sueur, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,079,PHOTO,-93.87130920099997,44.489190622000024
1875,   PLK101090757,181101013834,CRYSTAL VALLEY COOP,E,C,2019-06-18T00:00:00Z,U,Darfur, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.840352048,44.056849957000054
1876,   GCH101088744,181101013796,RIVER COUNTRY COOP,E,C,2019-06-28T00:00:00Z,AA,Marshan Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79300456499999,44.68681780600002
1877,   PLK101091759,181101014132,WHEATON DUMONT COOP,E,C,2019-10-04T00:00:00Z,P,Dollymount Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,155,PHOTO,-96.31768856399998,45.71614670300005
1878,   EJK101090931,181101013909,CENTRAL FARM SERVICE,E,C,2019-07-05T00:00:00Z,AA,Holden Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,049,PHOTO,-92.981632708,44.31129849300004
1879,   EJK101090994,181101014136,NUTRIENT AG SOLUTIONS,E,C,2019-07-05T00:00:00Z,AA,Center Creek Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,091,PHOTO,-94.34785424699999,43.74595103900003
1880,   PLK101090997,181101014139,KOCH FERTILIZER LLC,E,C,2019-07-05T00:00:00Z,AA,Dublin Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.425070802,45.23736044100002
1881,   PLK101091959,181101014150,"CHS, INC",E,C,2019-09-03T00:00:00Z,F,Spring Valley Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,045,PHOTO,-92.35449470399999,43.677563813000006
1882,   PLK101091966,181101014159,CEO AVIATION,E,C,2019-09-10T00:00:00Z,P,Langola Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,009,PHOTO,-94.20037957399995,45.78313550300004
1883,   PLK101091279,181101014038,UNKNOWN,E,C,2019-09-05T00:00:00Z,F,Germantown Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,033,PHOTO,-95.12069460599997,44.12976317000005
1884,   GCH101091322,181101014174,CRYSTAL VALLEY COOP,E,C,2019-09-06T00:00:00Z,P,Lake Crystal, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.218470072,44.101368431000026
1885,   PLK101092028,181101014175,"CHS, INC",E,C,2019-10-22T00:00:00Z,P,Glyndon Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.65728146199996,46.89099457100002
1886,   GCH101091329,181101014177,"SAKRY, RONALD",E,C,2019-09-06T00:00:00Z,F,Deer Creek Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.30100999899997,46.42722114900005
1887,   PLK101091532,181101014216,FLINT HILLS RESOURCES,E,C,2019-07-26T00:00:00Z,AA,Rosemount, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.035121984,44.76037307600001
1888,   PLK101092254,181101014199,"CHS, INC.",E,C,2019-09-11T00:00:00Z,P,Saint Charles Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.06767395899999,44.00312332500005
1889,   PLK101091633,181101014202,MAGELLAN AMMONIA PIPELINE,E,C,2019-10-04T00:00:00Z,AA,Sterling Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.10949922499998,43.93142927500003
1890,   PLK101092269,181101014211,CRYSTAL VALLEY COOP,E,C,2019-09-12T00:00:00Z,F,Saint Mary Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,161,PHOTO,-93.61559599199995,44.101864258000035
1891,   PLK101092333,181101014223,KOCH NITROGEN,E,C,2019-09-04T00:00:00Z,AA,Dublin Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.42456752799995,45.23713891800003
1892,   PLK101092390,181101014228,UNKNOWN,E,C,2019-09-10T00:00:00Z,F,Winsted Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,085,PHOTO,-94.09313444399999,44.89189814900004
1893,   PLK101092395,181101014229,TRUGREEN,E,C,2019-09-12T00:00:00Z,PF,Rochester, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.47176883999998,43.95418719300005
1894,   PTH101091444,181101014263,"WIERTSEMA, RANDY",E,C,2019-10-09T00:00:00Z,F,Ransom Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,105,PHOTO,-95.810047527,43.528589545000045
1895,   PLK101092380,181101014227,NUTRIENT AG SOLUTIONS,E,C,2019-12-16T00:00:00Z,P,Rich Valley Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,085,PHOTO,-94.2124594,44.869289682000044
1896,   PLK101092729,181101014266,SOUTHERN MN SUGAR BEET COOP,E,C,2019-09-23T00:00:00Z,P,Emmet Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-95.15756894999998,44.799313891000054
1897,   GCH101092202,181101014195,MEADOWLAND FARMERS COOP,E,C,2019-10-04T00:00:00Z,P,Dovray Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,101,PHOTO,-95.543041104,44.02215219500005
1898,   PLK101090960,181101014298,"GREDEN, ROSS",E,C,2019-09-25T00:00:00Z,F,Mount Vernon Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-91.87552972599997,44.13551700300002
1899,   PLK101091013,181101014299,"BOELKE, GORDAN",E,C,2019-09-25T00:00:00Z,F,Benton Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,019,PHOTO,-93.798919093,44.76856470400003
1900,   PLK101091116,181101013982,"CHS, INC",E,C,2019-08-29T00:00:00Z,P,Claremont Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-93.00621664799996,44.04483595500005
1901,   EJK101091578,181101014303,RIVER COUNTRY COOP,E,C,2019-08-30T00:00:00Z,AA,Marshan Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79425164099996,44.687822254000025
1902,   PLK101091575,181101014304,WILDLIFE MGMT SERVICES,E,C,2019-08-30T00:00:00Z,P,Saint Paul, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.16696306899996,44.94010028800005
1903,   PLK101091000,181101014301,"MENSING, RANDY",E,C,2019-09-13T00:00:00Z,AA,Kalmar Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.665836909,44.10710482200005
1904,   PLK101092630,181101014308,ALL AMERICAN COOP,E,C,2019-09-04T00:00:00Z,AA,Saint Charles, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.06899984699999,43.96869632500005
1905,   PTH101091166,181101014002,PARKERS PRAIRIE,E,C,2019-09-04T00:00:00Z,F,Parkers Prairie Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.39646543999999,46.10807306200002
1906,   KDR143003769,181101014310,UNKNOWN,E,C,2019-09-05T00:00:00Z,P,Eden Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.82020052399997,44.44874861100004
1907,   PLK101091179,181101014314,NUTRIENT AGRI SOLUTIONS,E,C,2019-09-05T00:00:00Z,F,Perham Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.61870028099997,46.60005102400004
1908,   EJK101091299,181101014043,"CHS, INC.",E,C,2019-09-05T00:00:00Z,F,Park Rapids, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,057,PHOTO,-95.05638237099998,46.91395199100003
1909,   PLK101091435,181101014319,KLAPHAKE FERTILIZER INC.,E,C,2019-09-06T00:00:00Z,AA,Langola Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,009,PHOTO,-94.25905069599997,45.793647935000024
1910,   PLK101091480,181101014098,"UFC- NESS,GARY",E,C,2019-11-14T00:00:00Z,AA,Palmyra Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-94.771305773,44.690525269000034
1911,   PLK101091048,181101013951,WEST CENTRAL,E,C,2019-09-09T00:00:00Z,P,Willmar, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.080466672,45.11679614100001
1912,   PLK101091111,181101013981,"CHS, INC.",E,C,2019-10-03T00:00:00Z,F,Oslo, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,089,PHOTO,-97.13442120499997,48.191691037000055
1913,   PLK101091528,181101014321,"JOHNSON, GARY",E,C,2019-09-09T00:00:00Z,F,Cambridge, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,059,PHOTO,-93.22104394799999,45.572693429000026
1914,   PLK101091505,181101014113,PETERSON COMPANIES INC,E,C,2019-09-09T00:00:00Z,F,Wyoming, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,025,PHOTO,-92.95668460299999,45.33202019500004
1915,   DCD148000720,181101014322,PIERZ COOP ASSOCIATION,E,C,2019-12-11T00:00:00Z,P,Genola, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,097,PHOTO,-94.11876657899995,45.95779152
1916,   EJK101092065,181101014197,MAJOR KENS FLYING SERVICE,E,C,2019-09-10T00:00:00Z,P,Wolverton Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,167,PHOTO,-96.69876188399996,46.555937251000046
1917,   EJK101092116,181101014196,CENTRAL REGION COOP,E,C,2020-03-23T00:00:00Z,P,Home Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.634204689,44.312444278000044
1918,   EJK101092911,181101014327,GREEN STUFF INC.,E,C,2019-11-04T00:00:00Z,P,Bloomington, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.30883794099998,44.84079682800001
1919,   PLK101092962,181101014329,UNITED FARMERS COOP,E,C,2019-09-27T00:00:00Z,AA,Lake Prairie Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,103,PHOTO,-94.11306609999997,44.41170013100003
1920,   EJK101091581,181101014330,CENTRAL FARM SERVICE,E,C,2019-09-11T00:00:00Z,AA,Center Creek Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,091,PHOTO,-94.36660645999996,43.73181916600004
1921,   PLK101092341,181101014224,ALL AMERICAN COOP,E,C,2019-10-03T00:00:00Z,AA,Greenfield Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,157,PHOTO,-91.99198340699996,44.30387503100002
1922,   PLK101092551,181101014332,METROPOLITAN MOSQUITO CONTROL,E,C,2019-09-12T00:00:00Z,P,Bloomington, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.29778382899997,44.803595900000005
1923,   PLK101097060,181101015160,"HAWKINS, INC",E,C,2020-10-09T00:00:00Z,P,Saint Paul, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.01852173199995,44.89879683600003
1924,   PLK101091293,181101014041,ALL AMERICAN COOP,E,C,2019-09-13T00:00:00Z,AA,Stewartville, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.48573549899999,43.85028673900001
1925,   GCH101092505,181101014334,CENTRAL REGION COOP,E,C,2019-09-12T00:00:00Z,AA,Cosmos Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,093,PHOTO,-94.71195115,44.93639274200001
1926,   PLK101092999,181101014338,NUTRIEN AG SOLUTIONS,E,C,2019-11-20T00:00:00Z,PF,Sweet Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,117,PHOTO,-96.33942528699998,43.960111021000046
1927,   GCH101091023,181101013950,CRYSTAL VALLEY COOP,E,C,2019-09-17T00:00:00Z,AA,Mankato, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-93.97047466999999,44.18444614400005
1928,   PLK101091311,181101014341,HUTCHINSON COOP,E,C,2019-09-17T00:00:00Z,AA,Bergen Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,085,PHOTO,-94.05055234499997,44.88395161100004
1929,   PLK101091296,181101014042,CF INDUSTRIES,E,C,2019-09-17T00:00:00Z,AA,Glenwood Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.33743854,45.62209684200002
1930,   PLK101091290,181101014040,KOCH NITROGEN,E,C,2019-09-17T00:00:00Z,AA,Dublin Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.424907685,45.23739566100005
1931,   EJK101092072,181101014345,PRAIRIE FARMS,E,C,2020-03-27T00:00:00Z,F,Vermillion Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.92641220899998,44.68244056900005
1932,   PLK101093017,181101014346,PRAIRIE FARMS,E,C,2020-03-27T00:00:00Z,F,Marshan Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.90889258799996,44.677109864000045
1933,   GCH101088701,181101013759,CANADIAN PACIFIC RAILROAD,E,C,2019-09-24T00:00:00Z,F,Carlos Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,041,PHOTO,-95.29996336899995,45.96275159200002
1934,   PLK101090850,181101013879,MICROSOURCE,E,C,2019-09-24T00:00:00Z,F,Shakopee, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,139,PHOTO,-93.419569094,44.78996962300005
1935,   PLK101091005,181101014300,"CHS, INC.",E,C,2019-09-25T00:00:00Z,PF,Viola Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.251289751,44.03543770600004
1936,   PLK101090964,181101014357,"CHS, INC.",E,C,2019-09-25T00:00:00Z,F,Spring Valley Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,045,PHOTO,-92.411632344,43.709860495000044
1937,   PLK101092619,181101014255,"CHS, INC",E,C,2019-10-02T00:00:00Z,F,Saint Charles, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.06963986599999,43.96885661800002
1938,   PTH101092219,181101014324,"AKKERMAN, ALAN",E,C,2019-12-19T00:00:00Z,P,Red Rock Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,099,PHOTO,-92.86830189199998,43.72224345000001
1939,   EJK101091584,181101014264,JMK FARMS,E,C,2019-12-10T00:00:00Z,F,Castle Rock Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.13159098799997,44.601761141000054
1940,   PLK101093193,181101014386,ALL AMERICAN COOP,E,C,2019-11-04T00:00:00Z,F,Rock Dell Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.65244816799998,43.89190627400001
1941,   PLK101093204,181101014388,KOCH,E,C,2019-12-02T00:00:00Z,AA,Dublin Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.42501843499997,45.23723889600001
1942,   PTH101091405,181101014389,RED LAKE COUNTY COOP,E,C,2019-11-08T00:00:00Z,P,Gervais Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,125,PHOTO,-96.16703148199997,47.87854958500003
1943,   PTH101091376,181101014390,FARMERS COOP,E,C,2019-10-15T00:00:00Z,P,Kintire Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-95.25212923599997,44.62881868100004
1944,   PLK101091438,181101014400,"PIEPER, PHILLIP",E,C,2019-11-12T00:00:00Z,F,Stoneham Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,023,PHOTO,-95.396237724,44.96373404600001
1945,   PLK101093236,181101014402,PLUNKETTS PEST CONTROL,E,C,2019-11-04T00:00:00Z,P,Wheeling Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,131,PHOTO,-93.12312257899998,44.283778092000034
1946,   PLK101093247,181101014412,CENTRA SOTA,E,C,2019-12-12T00:00:00Z,P,Glendorado Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,009,PHOTO,-93.85108054799997,45.58896272800001
